"URI","rdf-schema#label","runtime","album_label","album","artist_label","artist","composer_label","composer","genre_label","genre","language_label","language","previousWork_label","previousWork","producer_label","producer","recordDate","recordLabel_label","recordLabel","recordedIn_label","recordedIn","releaseDate","runtime","subsequentWork_label","subsequentWork","title","trackNumber","type_label","type","writer_label","writer"
"http://dbpedia.org/resource/Let's_Make_the_Water_Turn_Black","Let's Make the Water Turn Black","1.75","We're Only in It for the Money","http://dbpedia.org/resource/We're_Only_in_It_for_the_Money","The Mothers of Invention","http://dbpedia.org/resource/The_Mothers_of_Invention","NULL","NULL","Psychedelic rock","http://dbpedia.org/resource/Psychedelic_rock","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","105.0","NULL","NULL","NULL","NULL","NULL","NULL","Frank Zappa","http://dbpedia.org/resource/Frank_Zappa"
"http://dbpedia.org/resource/Let's_Misbehave","Let's Misbehave","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Let's Misbehave","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let's_Put_Out_the_Lights_(and_Go_to_Sleep)","Let's Put Out the Lights (and Go to Sleep)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","English language","http://dbpedia.org/resource/English_language","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Let's Put Out the Lights (and Go to Sleep)","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let_It_Be_(song)__Let_It_Be__1","NULL","4.05","Let It Be","http://dbpedia.org/resource/Let_It_Be","The Beatles","http://dbpedia.org/resource/The_Beatles","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Phil Spector","http://dbpedia.org/resource/Phil_Spector","NULL","Apple Records","http://dbpedia.org/resource/Apple_Records","NULL","NULL","1970-05-08","243.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let_It_Down","Let It Down","4.95","All Things Must Pass","http://dbpedia.org/resource/All_Things_Must_Pass","George Harrison","http://dbpedia.org/resource/George_Harrison","NULL","NULL","Rock music","http://dbpedia.org/resource/Rock_music","NULL","NULL","NULL","NULL","{George Harrison|Phil Spector}","{http://dbpedia.org/resource/George_Harrison|http://dbpedia.org/resource/Phil_Spector}","NULL","Apple Records","http://dbpedia.org/resource/Apple_Records","NULL","NULL","{1970-11-27|1970-11-30}","297.0","NULL","NULL","NULL","NULL","NULL","NULL","George Harrison","http://dbpedia.org/resource/George_Harrison"
"http://dbpedia.org/resource/Let_It_Go_(Disney_song)","Let It Go (Disney song)","3.75","Frozen (soundtrack)","http://dbpedia.org/resource/Frozen_(soundtrack)","Idina Menzel","http://dbpedia.org/resource/Idina_Menzel","NULL","NULL","Show tune","http://dbpedia.org/resource/Show_tune","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Walt Disney Records","http://dbpedia.org/resource/Walt_Disney_Records","NULL","NULL","2013-11-25","225.0","NULL","NULL","NULL","5","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let_It_Go_(Fe_song)","Let It Go (Fe song)","4.866666666666666","NULL","NULL","Fe (singer)","http://dbpedia.org/resource/Fe_(singer)","NULL","NULL","Indie pop","http://dbpedia.org/resource/Indie_pop","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2013-02-20","292.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let_It_Loose_(song)","Let It Loose (song)","5.3","Exile on Main St.","http://dbpedia.org/resource/Exile_on_Main_St.","The Rolling Stones","http://dbpedia.org/resource/The_Rolling_Stones","NULL","NULL","{Rock music|Soul music|Gospel blues}","{http://dbpedia.org/resource/Rock_music|http://dbpedia.org/resource/Soul_music|http://dbpedia.org/resource/Gospel_blues}","NULL","NULL","NULL","NULL","Jimmy Miller","http://dbpedia.org/resource/Jimmy_Miller","NULL","{Virgin Records|Rolling Stones Records}","{http://dbpedia.org/resource/Virgin_Records|http://dbpedia.org/resource/Rolling_Stones_Records}","NULL","NULL","1972-05-12","318.0","NULL","NULL","NULL","NULL","NULL","NULL","Richards","http://dbpedia.org/resource/Jagger/Richards"
"http://dbpedia.org/resource/Let_It_Rock_(Chuck_Berry_song)","Let It Rock (Chuck Berry song)","1.7666666666666666","Rockin' at the Hops","http://dbpedia.org/resource/Rockin'_at_the_Hops","Chuck Berry","http://dbpedia.org/resource/Chuck_Berry","NULL","NULL","{Rhythm and blues|Rock and roll}","{http://dbpedia.org/resource/Rhythm_and_blues|http://dbpedia.org/resource/Rock_and_roll}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Chess Records","http://dbpedia.org/resource/Chess_Records","NULL","NULL","NULL","106.0","NULL","NULL","NULL","NULL","NULL","NULL","Chuck Berry","http://dbpedia.org/resource/Chuck_Berry"
"http://dbpedia.org/resource/Let_Me_Be_Your_Sugar_Baby","Let Me Be Your Sugar Baby","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let_Me_Be_the_One_(The_Shadows_song)","Let Me Be the One (The Shadows song)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","English language","http://dbpedia.org/resource/English_language","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Save Your Kisses for Me","http://dbpedia.org/resource/Save_Your_Kisses_for_Me","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let_Me_Call_You_Sweetheart","Let Me Call You Sweetheart","NULL","NULL","NULL","NULL","NULL","Leo Friedman","http://dbpedia.org/resource/Leo_Friedman","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Let Me Call You Sweetheart","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let_Me_Cry","Let Me Cry","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let_Me_Fly","Let Me Fly","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","English language","http://dbpedia.org/resource/English_language","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","The One That I Love","http://dbpedia.org/resource/The_One_That_I_Love","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let_Me_Get_Em","Let Me Get Em","3.35","NULL","NULL","Soulja Boy","http://dbpedia.org/resource/Soulja_Boy","NULL","NULL","{Dance-pop|Snap music|Hip hop music}","{http://dbpedia.org/resource/Dance-pop|http://dbpedia.org/resource/Snap_music|http://dbpedia.org/resource/Hip_hop_music}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Interscope Records|Mr. Collipark}","{http://dbpedia.org/resource/Interscope_Records|http://dbpedia.org/resource/Mr._Collipark}","NULL","NULL","NULL","201.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let_Me_Try","Let Me Try","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","English language","http://dbpedia.org/resource/English_language","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Tornerò (Mihai Trăistariu song)","http://dbpedia.org/resource/Torner%C3%B2_(Mihai_Tr%C4%83istariu_song)","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let_Nas_Down","Let Nas Down","4.616666666666666","Born Sinner","http://dbpedia.org/resource/Born_Sinner","J. Cole","http://dbpedia.org/resource/J._Cole","NULL","NULL","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","NULL","NULL","NULL","NULL","J. Cole","http://dbpedia.org/resource/J._Cole","NULL","{Columbia Records|Roc Nation}","{http://dbpedia.org/resource/Columbia_Records|http://dbpedia.org/resource/Roc_Nation}","NULL","NULL","2013-06-18","277.0","NULL","NULL","NULL","NULL","NULL","NULL","{Fela Kuti|J. Cole|Elite (record producer)}","{http://dbpedia.org/resource/Fela_Kuti|http://dbpedia.org/resource/J._Cole|http://dbpedia.org/resource/Elite_(record_producer)}"
"http://dbpedia.org/resource/Let_There_Be_Love_(1940_song)","Let There Be Love (1940 song)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Let There Be Love","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let_There_Be_Love_(Bee_Gees_song)","Let There Be Love (Bee Gees song)","{3.466666666666667|3.533333333333333}","Idea (album)","http://dbpedia.org/resource/Idea_(album)","Bee Gees","http://dbpedia.org/resource/Bee_Gees","NULL","NULL","Baroque pop","http://dbpedia.org/resource/Baroque_pop","NULL","NULL","NULL","NULL","{Bee Gees|Robert Stigwood}","{http://dbpedia.org/resource/Bee_Gees|http://dbpedia.org/resource/Robert_Stigwood}","1968-06-21","{Atco Records|Polydor Records}","{http://dbpedia.org/resource/Atco_Records|http://dbpedia.org/resource/Polydor_Records}","IBC Studios","http://dbpedia.org/resource/IBC_Studios","NULL","{208.0|212.0}","NULL","NULL","NULL","NULL","NULL","NULL","Barry Robin & Maurice Gibb","http://dbpedia.org/resource/Barry,_Robin_&_Maurice_Gibb"
"http://dbpedia.org/resource/Let_There_Be_Love_(Christina_Aguilera_song)","Let There Be Love (Christina Aguilera song)","3.35","Lotus (Christina Aguilera album)","http://dbpedia.org/resource/Lotus_(Christina_Aguilera_album)","Christina Aguilera","http://dbpedia.org/resource/Christina_Aguilera","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","RCA Records","http://dbpedia.org/resource/RCA_Records","{Stockholm|Beverly Hills California}","{http://dbpedia.org/resource/Stockholm|http://dbpedia.org/resource/Beverly_Hills,_California}","NULL","201.0","NULL","NULL","NULL","6","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let_Us_Go_Back_to_the_Old_Landmark","Let Us Go Back to the Old Landmark","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Let Us Go Back to the Old Landmark","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Let_Us_Move_On","Let Us Move On","4.516666666666667","Girl Who Got Away","http://dbpedia.org/resource/Girl_Who_Got_Away","Dido (singer)","http://dbpedia.org/resource/Dido_(singer)","NULL","NULL","{Electronic music|Trip hop}","{http://dbpedia.org/resource/Electronic_music|http://dbpedia.org/resource/Trip_hop}","NULL","NULL","NULL","NULL","{Dido (singer)|Rollo Armstrong|Jeff Bhasker}","{http://dbpedia.org/resource/Dido_(singer)|http://dbpedia.org/resource/Rollo_Armstrong|http://dbpedia.org/resource/Jeff_Bhasker}","NULL","Sony Music Entertainment","http://dbpedia.org/resource/Sony_Music_Entertainment","NULL","NULL","2012-12-17","271.0","NULL","NULL","NULL","NULL","Promotional recording","http://dbpedia.org/resource/Promotional_recording","{Kendrick Lamar|Plain Pat|Dido (singer)|Rollo Armstrong|Jeff Bhasker}","{http://dbpedia.org/resource/Kendrick_Lamar|http://dbpedia.org/resource/Plain_Pat|http://dbpedia.org/resource/Dido_(singer)|http://dbpedia.org/resource/Rollo_Armstrong|http://dbpedia.org/resource/Jeff_Bhasker}"
"http://dbpedia.org/resource/Let_the_Eagle_Soar","Let the Eagle Soar","5.0","NULL","NULL","John Ashcroft","http://dbpedia.org/resource/John_Ashcroft","John Ashcroft","http://dbpedia.org/resource/John_Ashcroft","NULL","NULL","English language","http://dbpedia.org/resource/English_language","NULL","NULL","John Ashcroft","http://dbpedia.org/resource/John_Ashcroft","NULL","NULL","NULL","NULL","NULL","NULL","300.0","NULL","NULL","NULL","NULL","NULL","NULL","John Ashcroft","http://dbpedia.org/resource/John_Ashcroft"
"http://dbpedia.org/resource/Let_the_Groove_Get_In","Let the Groove Get In","7.2","20 Experience","http://dbpedia.org/resource/The_20/20_Experience","Justin Timberlake","http://dbpedia.org/resource/Justin_Timberlake","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","RCA Records","http://dbpedia.org/resource/RCA_Records","North Hollywood Los Angeles","http://dbpedia.org/resource/North_Hollywood,_Los_Angeles","NULL","432.0","Mirrors (Justin Timberlake song)","http://dbpedia.org/resource/Mirrors_(Justin_Timberlake_song)","NULL","8","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Leto_svet","Leto svet","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{German language|Serbian language|Finnish language}","{http://dbpedia.org/resource/German_language|http://dbpedia.org/resource/Serbian_language|http://dbpedia.org/resource/Finnish_language}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Letter_to_Dana","Letter to Dana","6.0","Ecliptica","http://dbpedia.org/resource/Ecliptica","Sonata Arctica","http://dbpedia.org/resource/Sonata_Arctica","NULL","NULL","Power metal","http://dbpedia.org/resource/Power_metal","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Spinefarm Records","http://dbpedia.org/resource/Spinefarm_Records","NULL","NULL","1999-11-22","360.0","NULL","NULL","NULL","7","NULL","NULL","Tony Kakko","http://dbpedia.org/resource/Tony_Kakko"
"http://dbpedia.org/resource/Leviathan_(song)","Leviathan (song)","2.6166666666666667","NULL","NULL","Manic Street Preachers","http://dbpedia.org/resource/Manic_Street_Preachers","NULL","NULL","Rock music","http://dbpedia.org/resource/Rock_music","NULL","NULL","NULL","NULL","Dave Eringa","http://dbpedia.org/resource/Dave_Eringa","NULL","Independiente (record label)","http://dbpedia.org/resource/Independiente_(record_label)","NULL","NULL","2005-09-09","157.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Leylaklar_Soldu_Kalbinde","Leylaklar Soldu Kalbinde","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Turkish language|English language}","{http://dbpedia.org/resource/Turkish_language|http://dbpedia.org/resource/English_language}","Sevgiliye Son","http://dbpedia.org/resource/Sevgiliye_Son","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Everyway That I Can","http://dbpedia.org/resource/Everyway_That_I_Can","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Libera_(song)","Libera (song)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Italy","http://dbpedia.org/resource/Italy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Questo amore","http://dbpedia.org/resource/Questo_amore","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Liberating_Soul__Song-stub__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Liberty_Walk","Liberty Walk","4.1","Can't Be Tamed","http://dbpedia.org/resource/Can't_Be_Tamed","Miley Cyrus","http://dbpedia.org/resource/Miley_Cyrus","NULL","NULL","Dance-pop","http://dbpedia.org/resource/Dance-pop","NULL","NULL","NULL","NULL","Rock Mafia","http://dbpedia.org/resource/Rock_Mafia","NULL","Hollywood Records","http://dbpedia.org/resource/Hollywood_Records","NULL","NULL","NULL","246.0","Who Owns My Heart","http://dbpedia.org/resource/Who_Owns_My_Heart","NULL","1","NULL","NULL","{Tim James (record producer)|Antonina Armato|Miley Cyrus|Michael McGinnis}","{http://dbpedia.org/resource/Tim_James_(record_producer)|http://dbpedia.org/resource/Antonina_Armato|http://dbpedia.org/resource/Miley_Cyrus|http://dbpedia.org/resource/Michael_McGinnis}"
"http://dbpedia.org/resource/Lie_in_Our_Graves","Lie in Our Graves","5.7","Crash (Dave Matthews Band album)","http://dbpedia.org/resource/Crash_(Dave_Matthews_Band_album)","Dave Matthews Band","http://dbpedia.org/resource/Dave_Matthews_Band","NULL","NULL","Rock music","http://dbpedia.org/resource/Rock_music","NULL","NULL","NULL","NULL","Steve Lillywhite","http://dbpedia.org/resource/Steve_Lillywhite","NULL","RCA Records","http://dbpedia.org/resource/RCA_Records","{New York City|New York|Woodstock New York}","{http://dbpedia.org/resource/New_York_City|http://dbpedia.org/resource/New_York|http://dbpedia.org/resource/Woodstock,_New_York}","1996-04-30","342.0","NULL","NULL","NULL","9","NULL","NULL","Dave Matthews","http://dbpedia.org/resource/Dave_Matthews"
"http://dbpedia.org/resource/Lied_f%C3%BCr_einen_Freund","Lied für einen Freund","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Germany","http://dbpedia.org/resource/Germany","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Flieger","http://dbpedia.org/resource/Flieger","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Liefde_is_een_kaartspel","Liefde is een kaartspel","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Dutch language","http://dbpedia.org/resource/Dutch_language","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Dis oui","http://dbpedia.org/resource/Dis_oui","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/LiesLiesLies","LiesLiesLies","5.266666666666667","Rio Grande Blood","http://dbpedia.org/resource/Rio_Grande_Blood","Ministry (band)","http://dbpedia.org/resource/Ministry_(band)","NULL","NULL","{Thrash metal|Industrial metal}","{http://dbpedia.org/resource/Thrash_metal|http://dbpedia.org/resource/Industrial_metal}","NULL","NULL","NULL","NULL","Al Jourgensen","http://dbpedia.org/resource/Al_Jourgensen","NULL","{13th Planet Records|Megaforce Records}","{http://dbpedia.org/resource/13th_Planet_Records|http://dbpedia.org/resource/Megaforce_Records}","{13th Planet Records|El Paso Texas}","{http://dbpedia.org/resource/13th_Planet_Records|http://dbpedia.org/resource/El_Paso,_Texas}","2007-05-31","316.0","NULL","NULL","NULL","NULL","NULL","NULL","{Tommy Victor|Al Jourgensen}","{http://dbpedia.org/resource/Tommy_Victor|http://dbpedia.org/resource/Al_Jourgensen}"
"http://dbpedia.org/resource/Lies_(The_Rolling_Stones_song)","Lies (The Rolling Stones song)","3.466666666666667","Some Girls","http://dbpedia.org/resource/Some_Girls","The Rolling Stones","http://dbpedia.org/resource/The_Rolling_Stones","NULL","NULL","{Rock and roll|Hard rock}","{http://dbpedia.org/resource/Rock_and_roll|http://dbpedia.org/resource/Hard_rock}","NULL","NULL","NULL","NULL","Richards","http://dbpedia.org/resource/Jagger/Richards","1977-12-21","{Virgin Records|Rolling Stones Records}","{http://dbpedia.org/resource/Virgin_Records|http://dbpedia.org/resource/Rolling_Stones_Records}","Paris","http://dbpedia.org/resource/Paris","1978-06-09","208.0","NULL","NULL","NULL","5","NULL","NULL","Richards","http://dbpedia.org/resource/Jagger/Richards"
"http://dbpedia.org/resource/Lies_Greed_Misery","Lies Greed Misery","2.45","Living Things (Linkin Park album)","http://dbpedia.org/resource/Living_Things_(Linkin_Park_album)","Linkin Park","http://dbpedia.org/resource/Linkin_Park","NULL","NULL","{Dubstep|Electronic rock|Industrial metal|Rap rock}","{http://dbpedia.org/resource/Dubstep|http://dbpedia.org/resource/Electronic_rock|http://dbpedia.org/resource/Industrial_metal|http://dbpedia.org/resource/Rap_rock}","NULL","NULL","NULL","NULL","{Rick Rubin|Mike Shinoda}","{http://dbpedia.org/resource/Rick_Rubin|http://dbpedia.org/resource/Mike_Shinoda}","NULL","{Warner Bros. Records|Machine Shop Recordings}","{http://dbpedia.org/resource/Warner_Bros._Records|http://dbpedia.org/resource/Machine_Shop_Recordings}","NULL","NULL","2012-05-24","147.0","NULL","NULL","NULL","NULL","Promotional recording","http://dbpedia.org/resource/Promotional_recording","Linkin Park","http://dbpedia.org/resource/Linkin_Park"
"http://dbpedia.org/resource/Life_(To%C5%A1e_Proeski_song)__%22Life%22__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","English language","http://dbpedia.org/resource/English_language","Od nas zavisi","http://dbpedia.org/resource/Od_nas_zavisi","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Life_Goes_On_(Elisa_song)","Life Goes On (Elisa song)","5.25","Pearl Days","http://dbpedia.org/resource/Pearl_Days","Elisa (Italian singer)","http://dbpedia.org/resource/Elisa_(Italian_singer)","NULL","NULL","Pop rock","http://dbpedia.org/resource/Pop_rock","English language","http://dbpedia.org/resource/English_language","NULL","NULL","Glen Ballard","http://dbpedia.org/resource/Glen_Ballard","NULL","NULL","NULL","NULL","NULL","2004-10-14","315.0","NULL","NULL","NULL","10","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Life_Goes_On_(Gym_Class_Heroes_song)","Life Goes On (Gym Class Heroes song)","4.183333333333334","The Papercut Chronicles II","http://dbpedia.org/resource/The_Papercut_Chronicles_II","Gym Class Heroes","http://dbpedia.org/resource/Gym_Class_Heroes","NULL","NULL","Hip hop music","http://dbpedia.org/resource/Hip_hop_music","NULL","NULL","NULL","NULL","Emile Haynie","http://dbpedia.org/resource/Emile_Haynie","NULL","Fueled by Ramen","http://dbpedia.org/resource/Fueled_by_Ramen","NULL","NULL","2011-10-18","251.0","NULL","NULL","NULL","NULL","Promotional recording","http://dbpedia.org/resource/Promotional_recording","{St. Vincent (musician)|Matt McGinley|Emile Haynie|Travie McCoy}","{http://dbpedia.org/resource/St._Vincent_(musician)|http://dbpedia.org/resource/Matt_McGinley|http://dbpedia.org/resource/Emile_Haynie|http://dbpedia.org/resource/Travie_McCoy}"
"http://dbpedia.org/resource/Life_Is_a_Carnival__Song-stub__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Life_Is_a_Miracle_(song)","Life Is a Miracle (song)","4.033333333333333","NULL","NULL","No Angels","http://dbpedia.org/resource/No_Angels","NULL","NULL","{Pop music|Dance-pop}","{http://dbpedia.org/resource/Pop_music|http://dbpedia.org/resource/Dance-pop}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Polydor Records|Universal Records}","{http://dbpedia.org/resource/Polydor_Records|http://dbpedia.org/resource/Universal_Records}","{Cologne|Germany}","{http://dbpedia.org/resource/Cologne|http://dbpedia.org/resource/Germany}","2008-01-04","242.0","NULL","NULL","NULL","NULL","Theme music","http://dbpedia.org/resource/Theme_music","Michelle Leonard","http://dbpedia.org/resource/Michelle_Leonard"
"http://dbpedia.org/resource/Life_in_Harmony","Life in Harmony","5.033333333333333","Soul Quest","http://dbpedia.org/resource/Soul_Quest","Misia","http://dbpedia.org/resource/Misia","NULL","NULL","Pop music","http://dbpedia.org/resource/Pop_music","NULL","NULL","NULL","NULL","David Foster","http://dbpedia.org/resource/David_Foster","2010-08-04","{Warner Music Group|Ariola Japan}","{http://dbpedia.org/resource/Warner_Music_Group|http://dbpedia.org/resource/Ariola_Japan}","NULL","NULL","2010-09-15","302.0","NULL","NULL","NULL","NULL","Music download","http://dbpedia.org/resource/Music_download","Misia","http://dbpedia.org/resource/Misia"
"http://dbpedia.org/resource/Life_in_a_Northern_Town__Life_in_a_Northern_Town__1","NULL","4.233333333333333","Love on the Inside","http://dbpedia.org/resource/Love_on_the_Inside","{Sugarland|Jake Owen}","{http://dbpedia.org/resource/Sugarland|http://dbpedia.org/resource/Jake_Owen}","NULL","NULL","Country music","http://dbpedia.org/resource/Country_music","NULL","NULL","NULL","NULL","{Sugarland|Byron Gallimore}","{http://dbpedia.org/resource/Sugarland|http://dbpedia.org/resource/Byron_Gallimore}","NULL","Universal Music Group Nashville","http://dbpedia.org/resource/Universal_Music_Group_Nashville","NULL","NULL","NULL","254.0","NULL","NULL","NULL","NULL","NULL","NULL","Gilbert Gabriel","http://dbpedia.org/resource/Gilbert_Gabriel"
"http://dbpedia.org/resource/Life_is_for_Learning","Life is for Learning","3.683333333333333","In Our Lifetime (Marvin Gaye album)","http://dbpedia.org/resource/In_Our_Lifetime_(Marvin_Gaye_album)","Marvin Gaye","http://dbpedia.org/resource/Marvin_Gaye","NULL","NULL","Soul music","http://dbpedia.org/resource/Soul_music","NULL","NULL","NULL","NULL","Marvin Gaye","http://dbpedia.org/resource/Marvin_Gaye","NULL","Motown","http://dbpedia.org/resource/Motown","London","http://dbpedia.org/resource/London","NULL","221.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Lift_Me_Up_(Christina_Aguilera_song)","Lift Me Up (Christina Aguilera song)","4.116666666666666","Bionic (Christina Aguilera album)","http://dbpedia.org/resource/Bionic_(Christina_Aguilera_album)","Christina Aguilera","http://dbpedia.org/resource/Christina_Aguilera","NULL","NULL","Pop music","http://dbpedia.org/resource/Pop_music","NULL","NULL","Sex for Breakfast","http://dbpedia.org/resource/Sex_for_Breakfast","Linda Perry","http://dbpedia.org/resource/Linda_Perry","NULL","RCA Records","http://dbpedia.org/resource/RCA_Records","{North Hollywood Los Angeles|Beverly Hills California}","{http://dbpedia.org/resource/North_Hollywood,_Los_Angeles|http://dbpedia.org/resource/Beverly_Hills,_California}","NULL","247.0","NULL","NULL","NULL","11","NULL","NULL","Linda Perry","http://dbpedia.org/resource/Linda_Perry"
"http://dbpedia.org/resource/Lige_der_hvor_hjertet_sl%C3%A5r","Lige der hvor hjertet slår","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Denmark","http://dbpedia.org/resource/Denmark","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Alt det som ingen ser","http://dbpedia.org/resource/Alt_det_som_ingen_ser","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Lijepa_Tena","Lijepa Tena","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Croatia","http://dbpedia.org/resource/Croatia","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
