"URI","rdf-schema#label","runtime","album_label","album","artist_label","artist","composer_label","composer","genre_label","genre","language_label","language","previousWork_label","previousWork","producer_label","producer","recordDate","recordLabel_label","recordLabel","recordedIn_label","recordedIn","releaseDate","runtime","subsequentWork_label","subsequentWork","title","trackNumber","type_label","type","writer_label","writer"
"http://dbpedia.org/resource/Chloe_Dancer/Crown_of_Thorns","Chloe Dancer/Crown of Thorns","{6.3|8.333333333333334}","{Shine (Mother Love Bone album)|Apple (album)}","{http://dbpedia.org/resource/Shine_(Mother_Love_Bone_album)|http://dbpedia.org/resource/Apple_(album)}","Mother Love Bone","http://dbpedia.org/resource/Mother_Love_Bone","NULL","NULL","{Grunge|Alternative rock}","{http://dbpedia.org/resource/Grunge|http://dbpedia.org/resource/Alternative_rock}","NULL","NULL","NULL","NULL","Mother Love Bone","http://dbpedia.org/resource/Mother_Love_Bone","NULL","Mercury Records","http://dbpedia.org/resource/Mercury_Records","{London Bridge Studio|Seattle|Washington (state)}","{http://dbpedia.org/resource/London_Bridge_Studio|http://dbpedia.org/resource/Seattle|http://dbpedia.org/resource/Washington_(state)}","{1989-03-20|1990-07-19}","{378.0|500.0}","NULL","NULL","NULL","{4|13}","NULL","NULL","{Greg Gilmore|Stone Gossard|Bruce Fairweather|Jeff Ament|Andrew Wood (singer)}","{http://dbpedia.org/resource/Greg_Gilmore|http://dbpedia.org/resource/Stone_Gossard|http://dbpedia.org/resource/Bruce_Fairweather|http://dbpedia.org/resource/Jeff_Ament|http://dbpedia.org/resource/Andrew_Wood_(singer)}"
"http://dbpedia.org/resource/Chocolate_Rain","Chocolate Rain","4.866666666666666","NULL","NULL","Tay Zonday","http://dbpedia.org/resource/Tay_Zonday","NULL","NULL","Outsider music","http://dbpedia.org/resource/Outsider_music","NULL","NULL","NULL","NULL","Tay Zonday","http://dbpedia.org/resource/Tay_Zonday","NULL","NULL","NULL","{Minnesota|Minneapolis}","{http://dbpedia.org/resource/Minnesota|http://dbpedia.org/resource/Minneapolis}","2007-04-22","292.0","NULL","NULL","NULL","NULL","NULL","NULL","Tay Zonday","http://dbpedia.org/resource/Tay_Zonday"
"http://dbpedia.org/resource/Chod%C5%BA,_pomaluj_m%C3%B3j_%C5%9Bwiat","Chodź pomaluj mój świat","3.0","Nowy wspaniały świat","http://dbpedia.org/resource/Nowy_wspania%C5%82y_%C5%9Bwiat","2 Plus 1","http://dbpedia.org/resource/2_Plus_1","NULL","NULL","{Folk music|Pop music}","{http://dbpedia.org/resource/Folk_music|http://dbpedia.org/resource/Pop_music}","Polish language","http://dbpedia.org/resource/Polish_language","NULL","NULL","Janusz Kruk","http://dbpedia.org/resource/Janusz_Kruk","NULL","Polskie Nagrania Muza","http://dbpedia.org/resource/Polskie_Nagrania_Muza","NULL","NULL","NULL","180.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Choose_Your_Battles","Choose Your Battles","4.45","Prism (Katy Perry album)","http://dbpedia.org/resource/Prism_(Katy_Perry_album)","Katy Perry","http://dbpedia.org/resource/Katy_Perry","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Capitol Records","http://dbpedia.org/resource/Capitol_Records","NULL","NULL","NULL","267.0","NULL","NULL","NULL","NULL","NULL","NULL","{Greg Wells|Jonatha Brooke|Katy Perry}","{http://dbpedia.org/resource/Greg_Wells|http://dbpedia.org/resource/Jonatha_Brooke|http://dbpedia.org/resource/Katy_Perry}"
"http://dbpedia.org/resource/Choppin'_Wood","Choppin' Wood","3.433333333333333","Down the Road (Van Morrison album)","http://dbpedia.org/resource/Down_the_Road_(Van_Morrison_album)","Van Morrison","http://dbpedia.org/resource/Van_Morrison","Van Morrison","http://dbpedia.org/resource/Van_Morrison","Celtic rock","http://dbpedia.org/resource/Celtic_rock","NULL","NULL","NULL","NULL","Van Morrison","http://dbpedia.org/resource/Van_Morrison","NULL","Universal Music Group","http://dbpedia.org/resource/Universal_Music_Group","Beckington","http://dbpedia.org/resource/Beckington","2002-05-14","206.0","NULL","NULL","NULL","6","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Chosen_One_(Smog_song)","Chosen One (Smog song)","3.2","Julius Caesar (album)","http://dbpedia.org/resource/Julius_Caesar_(album)","Bill Callahan (musician)","http://dbpedia.org/resource/Bill_Callahan_(musician)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Domino Recording Company|Drag City (record label)}","{http://dbpedia.org/resource/Domino_Recording_Company|http://dbpedia.org/resource/Drag_City_(record_label)}","NULL","NULL","1993-07-05","192.0","NULL","NULL","NULL","11","NULL","NULL","Bill Callahan (musician)","http://dbpedia.org/resource/Bill_Callahan_(musician)"
"http://dbpedia.org/resource/Choucoune_(song)","Choucoune (song)","NULL","NULL","NULL","NULL","NULL","Michel_Mauleart_Monton","http://dbpedia.org/resource/Michel_Mauleart_Monton","NULL","NULL","Haitian Creole","http://dbpedia.org/resource/Haitian_Creole","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Yellow Bird|Choucoune}","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Christmas_(Baby_Please_Come_Home)","Christmas (Baby Please Come Home)","2.816666666666667","A Christmas Gift for You from Phil Spector","http://dbpedia.org/resource/A_Christmas_Gift_for_You_from_Phil_Spector","Darlene Love","http://dbpedia.org/resource/Darlene_Love","{Jeff Barry|Ellie Greenwich|Phil Spector}","{http://dbpedia.org/resource/Jeff_Barry|http://dbpedia.org/resource/Ellie_Greenwich|http://dbpedia.org/resource/Phil_Spector}","{Baroque pop|Christmas music}","{http://dbpedia.org/resource/Baroque_pop|http://dbpedia.org/resource/Christmas_music}","NULL","NULL","The Parade of the Tin Soldiers","http://dbpedia.org/resource/The_Parade_of_the_Tin_Soldiers","Phil Spector","http://dbpedia.org/resource/Phil_Spector","NULL","{Philles Records|Legacy Recordings}","{http://dbpedia.org/resource/Philles_Records|http://dbpedia.org/resource/Legacy_Recordings}","NULL","NULL","1963-11-22","169.0","Here Comes Santa Claus","http://dbpedia.org/resource/Here_Comes_Santa_Claus","NULL","11","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Christmas_Card_from_a_Hooker_in_Minneapolis","Christmas Card from a Hooker in Minneapolis","4.55","Blue Valentine (album)","http://dbpedia.org/resource/Blue_Valentine_(album)","Tom Waits","http://dbpedia.org/resource/Tom_Waits","NULL","NULL","Rock music","http://dbpedia.org/resource/Rock_music","NULL","NULL","NULL","NULL","Bones Howe","http://dbpedia.org/resource/Bones_Howe","1978-08-26","Asylum Records","http://dbpedia.org/resource/Asylum_Records","NULL","NULL","NULL","273.0","NULL","NULL","NULL","3","NULL","NULL","Tom Waits","http://dbpedia.org/resource/Tom_Waits"
"http://dbpedia.org/resource/Christmas_Day_(Exo_song)","Christmas Day (Exo song)","3.7666666666666666","Miracles in December","http://dbpedia.org/resource/Miracles_in_December","Exo (band)","http://dbpedia.org/resource/Exo_(band)","NULL","NULL","{Rhythm and blues|Beat music|Christmas music|Swing music}","{http://dbpedia.org/resource/Rhythm_and_blues|http://dbpedia.org/resource/Beat_music|http://dbpedia.org/resource/Christmas_music|http://dbpedia.org/resource/Swing_music}","NULL","NULL","NULL","NULL","Lee Soo-man","http://dbpedia.org/resource/Lee_Soo-man","NULL","S.M. Entertainment","http://dbpedia.org/resource/S.M._Entertainment","NULL","NULL","2013-12-09","226.0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Christmas_Is_Coming","Christmas Is Coming","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Christmas_Steps_(composition)","Christmas Steps (composition)","{11.166666666666666|10.6}","{No Education = No Future (Fuck the Curfew)|Come On Die Young}","{http://dbpedia.org/resource/No_Education_=_No_Future_(Fuck_the_Curfew)|http://dbpedia.org/resource/Come_On_Die_Young}","Mogwai","http://dbpedia.org/resource/Mogwai","NULL","NULL","{Post-rock|Instrumental rock}","{http://dbpedia.org/resource/Post-rock|http://dbpedia.org/resource/Instrumental_rock}","NULL","NULL","NULL","NULL","Dave Fridmann","http://dbpedia.org/resource/Dave_Fridmann","NULL","{Matador Records|Chemikal Underground}","{http://dbpedia.org/resource/Matador_Records|http://dbpedia.org/resource/Chemikal_Underground}","{Scotland|CaVa Studios|Glasgow|Cassadaga New York|Dave Fridmann|United States}","{http://dbpedia.org/resource/Scotland|http://dbpedia.org/resource/CaVa_Studios|http://dbpedia.org/resource/Glasgow|http://dbpedia.org/resource/Cassadaga,_New_York|http://dbpedia.org/resource/Dave_Fridmann|http://dbpedia.org/resource/United_States}","{1998-06-29|1999-03-29}","{636.0|670.0}","NULL","NULL","NULL","{1|11}","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Christmas_Time's_A-Comin'","Christmas Time's A-Comin'","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Christmas_Time_Is_in_the_Air_Again","Christmas Time Is in the Air Again","4.016666666666667","Merry Christmas II You","http://dbpedia.org/resource/Merry_Christmas_II_You","Mariah Carey","http://dbpedia.org/resource/Mariah_Carey","NULL","NULL","{Pop music|Christmas music}","{http://dbpedia.org/resource/Pop_music|http://dbpedia.org/resource/Christmas_music}","NULL","NULL","NULL","NULL","NULL","NULL","NULL","{Mercury Records|Island Records}","{http://dbpedia.org/resource/Mercury_Records|http://dbpedia.org/resource/Island_Records}","NULL","NULL","2012-11-26","241.0","NULL","NULL","NULL","NULL","Promotional recording","http://dbpedia.org/resource/Promotional_recording","{Mariah Carey|Marc Shaiman}","{http://dbpedia.org/resource/Mariah_Carey|http://dbpedia.org/resource/Marc_Shaiman}"
"http://dbpedia.org/resource/Christmas_Tree_(Lady_Gaga_song)","Christmas Tree (Lady Gaga song)","2.433333333333333","NULL","NULL","Lady Gaga","http://dbpedia.org/resource/Lady_Gaga","NULL","NULL","{Dance-pop|Christmas music|Synthpop}","{http://dbpedia.org/resource/Dance-pop|http://dbpedia.org/resource/Christmas_music|http://dbpedia.org/resource/Synthpop}","NULL","NULL","NULL","NULL","{Martin Kierszenbaum|Space Cowboy (musician)}","{http://dbpedia.org/resource/Martin_Kierszenbaum|http://dbpedia.org/resource/Space_Cowboy_(musician)}","NULL","{Interscope Records|Cherrytree Records|KonLive Distribution}","{http://dbpedia.org/resource/Interscope_Records|http://dbpedia.org/resource/Cherrytree_Records|http://dbpedia.org/resource/KonLive_Distribution}","NULL","NULL","2008-12-16","146.0","NULL","NULL","NULL","NULL","NULL","NULL","{Lady Gaga|Space Cowboy (musician)}","{http://dbpedia.org/resource/Lady_Gaga|http://dbpedia.org/resource/Space_Cowboy_(musician)}"
"http://dbpedia.org/resource/Christmas_on_the_Sea","Christmas on the Sea","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Christopher_White_(ballad)","Christopher White (ballad)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Chug-A-Lug_(The_Beach_Boys_song)","Chug-A-Lug (The Beach Boys song)","1.9833333333333334","Surfin' Safari","http://dbpedia.org/resource/Surfin'_Safari","The Beach Boys","http://dbpedia.org/resource/The_Beach_Boys","NULL","NULL","Surf music","http://dbpedia.org/resource/Surf_music","NULL","NULL","NULL","NULL","Nick Venet","http://dbpedia.org/resource/Nick_Venet","1962-08-08","Capitol Records","http://dbpedia.org/resource/Capitol_Records","Capitol Studios","http://dbpedia.org/resource/Capitol_Studios","1962-10-01","119.0","NULL","NULL","NULL","NULL","NULL","NULL","{Brian Wilson|Gary Usher|Mike Love}","{http://dbpedia.org/resource/Brian_Wilson|http://dbpedia.org/resource/Gary_Usher|http://dbpedia.org/resource/Mike_Love}"
"http://dbpedia.org/resource/Chupke_Chupke_Raat_Din__Song-stub__1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Ciao,_amore","Ciao amore","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Serbo-Croatian","http://dbpedia.org/resource/Serbo-Croatian","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Cidade_Maravilhosa","Cidade Maravilhosa","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Cielo_e_terra","Cielo e terra","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Italian language","http://dbpedia.org/resource/Italian_language","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Nous aurons demain","http://dbpedia.org/resource/Nous_aurons_demain","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Cigarettes_and_Chocolate_Milk","Cigarettes and Chocolate Milk","4.733333333333333","Poses (album)","http://dbpedia.org/resource/Poses_(album)","Rufus Wainwright","http://dbpedia.org/resource/Rufus_Wainwright","NULL","NULL","Pop music","http://dbpedia.org/resource/Pop_music","NULL","NULL","NULL","NULL","Pierre Marchand","http://dbpedia.org/resource/Pierre_Marchand","NULL","DreamWorks Records","http://dbpedia.org/resource/DreamWorks_Records","NULL","NULL","2001-06-05","284.0","NULL","NULL","NULL","1","NULL","NULL","Rufus Wainwright","http://dbpedia.org/resource/Rufus_Wainwright"
"http://dbpedia.org/resource/Cin%C3%A9ma_(song)","Cinéma (song)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","French language","http://dbpedia.org/resource/French_language","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Io senza te","http://dbpedia.org/resource/Io_senza_te","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Cindy,_Oh_Cindy","Cindy Oh Cindy","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Cindy Oh Cindy","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Cindy_(folk_song)","Cindy (folk song)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Cindy","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Cinema_(Yes_song)","Cinema (Yes song)","2.1333333333333333","90125","http://dbpedia.org/resource/90125","Yes (band)","http://dbpedia.org/resource/Yes_(band)","NULL","NULL","{New wave music|Rock music}","{http://dbpedia.org/resource/New_wave_music|http://dbpedia.org/resource/Rock_music}","NULL","NULL","Changes (Yes song)","http://dbpedia.org/resource/Changes_(Yes_song)","Trevor Horn","http://dbpedia.org/resource/Trevor_Horn","NULL","Atco Records","http://dbpedia.org/resource/Atco_Records","NULL","NULL","1983-11-14","128.0","Leave It","http://dbpedia.org/resource/Leave_It","NULL","5","NULL","NULL","{Trevor Rabin|Tony Kaye (musician)|Alan White (Yes drummer)|Chris Squire}","{http://dbpedia.org/resource/Trevor_Rabin|http://dbpedia.org/resource/Tony_Kaye_(musician)|http://dbpedia.org/resource/Alan_White_(Yes_drummer)|http://dbpedia.org/resource/Chris_Squire}"
"http://dbpedia.org/resource/Cinema_Cinema","Cinema Cinema","NULL","NULL","NULL","Shankar Mahadevan","http://dbpedia.org/resource/Shankar_Mahadevan","G. V. Prakash Kumar","http://dbpedia.org/resource/G._V._Prakash_Kumar","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","Na. Muthukumar","http://dbpedia.org/resource/Na._Muthukumar"
"http://dbpedia.org/resource/Cipela","Cipela","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Ovo je Balkan","http://dbpedia.org/resource/Ovo_je_Balkan","NULL","NULL","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Circle_Sky","Circle Sky","NULL","Head (The Monkees album)","http://dbpedia.org/resource/Head_(The_Monkees_album)","The Monkees","http://dbpedia.org/resource/The_Monkees","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1968-12-01","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Michael Nesmith","http://dbpedia.org/resource/Michael_Nesmith"
"http://dbpedia.org/resource/Circle_the_Drain","Circle the Drain","4.533333333333333","Teenage Dream (Katy Perry album)","http://dbpedia.org/resource/Teenage_Dream_(Katy_Perry_album)","Katy Perry","http://dbpedia.org/resource/Katy_Perry","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Tricky Stewart","http://dbpedia.org/resource/Tricky_Stewart","NULL","Capitol Records","http://dbpedia.org/resource/Capitol_Records","{Atlanta|Los Angeles|Nevada|Las Vegas Valley|Burbank California}","{http://dbpedia.org/resource/Atlanta|http://dbpedia.org/resource/Los_Angeles|http://dbpedia.org/resource/Nevada|http://dbpedia.org/resource/Las_Vegas_Valley|http://dbpedia.org/resource/Burbank,_California}","2010-08-10","272.0","NULL","NULL","NULL","NULL","Promotional recording","http://dbpedia.org/resource/Promotional_recording","{Katy Perry|Tricky Stewart}","{http://dbpedia.org/resource/Katy_Perry|http://dbpedia.org/resource/Tricky_Stewart}"
"http://dbpedia.org/resource/Circles_(Christina_Aguilera_song)","Circles (Christina Aguilera song)","3.4166666666666665","Lotus (Christina Aguilera album)","http://dbpedia.org/resource/Lotus_(Christina_Aguilera_album)","Christina Aguilera","http://dbpedia.org/resource/Christina_Aguilera","NULL","NULL","Alternative rock","http://dbpedia.org/resource/Alternative_rock","NULL","NULL","NULL","NULL","Alex da Kid","http://dbpedia.org/resource/Alex_da_Kid","NULL","RCA Records","http://dbpedia.org/resource/RCA_Records","NULL","NULL","NULL","205.0","NULL","NULL","NULL","11","NULL","NULL","Christina Aguilera","http://dbpedia.org/resource/Christina_Aguilera"
"http://dbpedia.org/resource/Circles_(Joe_Satriani_song)","Circles (Joe Satriani song)","3.45","Surfing with the Alien","http://dbpedia.org/resource/Surfing_with_the_Alien","Joe Satriani","http://dbpedia.org/resource/Joe_Satriani","NULL","NULL","NULL","NULL","NULL","NULL","Hill_of_the_Skull","http://dbpedia.org/resource/Hill_of_the_Skull","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","207.0","Lords of Karma","http://dbpedia.org/resource/Lords_of_Karma","NULL","7","NULL","NULL","Joe Satriani","http://dbpedia.org/resource/Joe_Satriani"
"http://dbpedia.org/resource/Circus_Farm","Circus Farm","2.75","NULL","NULL","Mind Garage","http://dbpedia.org/resource/Mind_Garage","NULL","NULL","Rock music","http://dbpedia.org/resource/Rock_music","NULL","NULL","NULL","NULL","Mind Garage","http://dbpedia.org/resource/Mind_Garage","NULL","NULL","NULL","NULL","NULL","NULL","165.0","NULL","NULL","NULL","6","NULL","NULL","NULL","NULL"
"http://dbpedia.org/resource/Ciribiribin","Ciribiribin","NULL","NULL","NULL","NULL","NULL","Alberto Pestalozza","http://dbpedia.org/resource/Alberto_Pestalozza","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Ciribiribin","NULL","NULL","NULL","NULL","NULL"
